id,informativeness,naturalness,quality,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
263,6.0,6.0,6.0,-2.6188230514526367,-3.2018699645996094,"[0.9999999403953552, 0.7921693325042725]","[0.9999999403953552, 0.7434158325195312]","[0.9999999403953552, 0.7670186758041382]","[1.0, 0.7777777777777778]","[1.0, 0.7]","[0.999999995, 0.7368421002770082]","[1.0, 0.4444444444444444]","[1.0, 0.4]","[0.999999995, 0.42105262659279785]","[1.0, 0.6666666666666666]","[1.0, 0.6]","[0.999999995, 0.6315789423822715]","[0.9996243425995492, 0.6818181818181819]","[1.3165594234639305e-231, 1.1896457329133973e-231]","[1.0, 0.5305940342267439]",0.9167320675776224,0.9737246670573411,0.9810250080470605,0.6086803491618675,0.8544766747554231
264,6.0,5.5,5.5,-2.765007972717285,-3.2709383964538574,"[0.8967715501785278, 0.8194671273231506]","[0.941041886806488, 0.8376906514167786]","[0.9183735847473145, 0.8284786939620972]","[0.8, 0.7]","[0.8888888888888888, 0.7777777777777778]","[0.8421052581717452, 0.7368421002770082]","[0.6, 0.4]","[0.6666666666666666, 0.4444444444444444]","[0.6315789423822715, 0.42105262659279785]","[0.8, 0.6]","[0.8888888888888888, 0.6666666666666666]","[0.8421052581717452, 0.6315789423822715]","[0.866013071895425, 0.775219664108553]","[1.1640469867513693e-231, 1.2882297539194154e-231]","[0.8561560324663534, 0.6953060977914056]",0.8267428450062075,0.9536546386276381,0.9708116634970969,0.4261361607737584,0.7835341542994977
265,6.0,5.5,5.5,-2.473619222640991,-3.2073888778686523,"[1.0000001192092896, 0.8760632276535034]","[1.0000001192092896, 0.7454178929328918]","[1.0000001192092896, 0.8054773807525635]","[1.0, 1.0]","[1.0, 0.7142857142857143]","[0.999999995, 0.8333333284722222]","[1.0, 0.6]","[1.0, 0.375]","[0.999999995, 0.4615384568047337]","[1.0, 0.8]","[1.0, 0.5714285714285714]","[0.999999995, 0.6666666618055556]","[0.9997106481481481, 0.49010217113665383]","[1.2882297539194154e-231, 1.2882297539194154e-231]","[1.0, 0.566190353816517]",0.8093717306488052,0.9658642916256674,0.9741849077528627,0.46019249307122995,0.80008056414992
266,3.0,3.0,3.0,-4.9003586769104,-4.772788047790527,"[0.6775884628295898, 0.7309054136276245]","[0.7173351645469666, 0.7487286925315857]","[0.6968954801559448, 0.739709734916687]","[0.42857142857142855, 0.6428571428571429]","[0.46153846153846156, 0.6923076923076923]","[0.4444444394513032, 0.6666666616735254]","[0.2857142857142857, 0.42857142857142855]","[0.2857142857142857, 0.42857142857142855]","[0.2857142807142858, 0.4285714235714286]","[0.42857142857142855, 0.5]","[0.46153846153846156, 0.5384615384615384]","[0.4444444394513032, 0.5185185135253774]","[0.3966836734693877, 0.5989152892561984]","[9.109159947227211e-232, 1.0832677820940877e-231]","[0.465230172394522, 0.5660652415611558]",0.7432478924518656,0.7713882178248717,0.8477687482114765,0.012314384854122553,0.5438237836301568
267,6.0,6.0,5.5,-2.9395852088928223,-3.455808639526367,"[0.8999457359313965, 0.9537400603294373]","[0.8413398265838623, 0.9838515520095825]","[0.8696565628051758, 0.9685618877410889]","[0.8181818181818182, 0.9090909090909091]","[0.6923076923076923, 1.0]","[0.7499999950347224, 0.9523809473922903]","[0.45454545454545453, 0.8181818181818182]","[0.35714285714285715, 0.9]","[0.399999995072, 0.8571428521541952]","[0.7272727272727273, 0.9090909090909091]","[0.6153846153846154, 1.0]","[0.666666661701389, 0.9523809473922903]","[0.5658788229720483, 0.9894398530762167]","[1.1409851298103347e-231, 1.1409851298103347e-231]","[0.6626370608454064, 0.9702767732633553]",0.8569710901535874,0.9598397129942536,0.9721646229163872,0.3324305266633844,0.7548116208580083
268,2.0,3.0,4.0,-2.8915414810180664,-3.5543205738067627,"[0.88834547996521, 0.9848594665527344]","[0.7967706918716431, 0.9848594665527344]","[0.8400698900222778, 0.9848594665527344]","[0.9, 0.9]","[0.75, 0.9]","[0.8181818132231407, 0.899999995]","[0.6, 0.8]","[0.42857142857142855, 0.8]","[0.499999995138889, 0.7999999950000002]","[0.8, 0.9]","[0.6666666666666666, 0.9]","[0.7272727223140496, 0.899999995]","[0.6720173765628311, 0.9139118457300276]","[1.2882297539194154e-231, 1.2882297539194154e-231]","[0.6063522316749088, 0.9603480183436142]",0.8933869806206816,0.9739424431358791,0.980536173708981,0.6488542338281985,0.8677776168910195
269,6.0,5.0,5.0,-3.178436040878296,-3.677708387374878,"[0.5801210999488831, 0.6935847997665405]","[0.5678921937942505, 0.7781558632850647]","[0.5739415287971497, 0.7334404587745667]","[0.38461538461538464, 0.5384615384615384]","[0.4166666666666667, 0.7]","[0.39999999500800004, 0.6086956472589792]","[0.06666666666666667, 0.26666666666666666]","[0.07142857142857142, 0.36363636363636365]","[0.06896551224732497, 0.3076923028106509]","[0.23076923076923078, 0.46153846153846156]","[0.25, 0.6]","[0.23999999500800012, 0.5217391255198489]","[0.33045419254658387, 0.555223880597015]","[1.0669733992029681e-231, 1.1808001696991507e-231]","[0.32307021850305573, 0.5194040144653369]",0.2354630667044666,0.3428984074909109,0.3518187786831479,0.006698943314311596,0.2338053764961235
270,4.0,2.0,4.0,-2.477879047393799,-3.491285800933838,"[0.9477192163467407, 0.9241004586219788]","[0.9843210577964783, 0.8989647626876831]","[0.9656734466552734, 0.9113593101501465]","[0.8461538461538461, 0.9230769230769231]","[1.0, 0.9230769230769231]","[0.9166666617013889, 0.9230769180769233]","[0.7142857142857143, 0.7857142857142857]","[0.8333333333333334, 0.6875]","[0.7692307642603551, 0.7333333283555556]","[0.8461538461538461, 0.9230769230769231]","[1.0, 0.9230769230769231]","[0.9166666617013889, 0.9230769180769233]","[0.9810649611957458, 0.809533872720686]","[1.1988328686372911e-231, 1.0832677820940877e-231]","[0.8858906840102736, 0.7741818044894238]",0.6585192708832256,0.920401447354107,0.9501265958763109,0.30920183255582073,0.7265766252620796
271,6.0,5.0,4.0,-2.791917324066162,-3.3545849323272705,"[0.8913665413856506, 0.9592638611793518]","[0.9068281650543213, 0.9389601945877075]","[0.8990309238433838, 0.9490033984184265]","[0.7272727272727273, 0.8181818181818182]","[0.7272727272727273, 0.6923076923076923]","[0.7272727222727273, 0.7499999950347224]","[0.5, 0.5833333333333334]","[0.5, 0.5]","[0.4999999950000001, 0.5384615334911242]","[0.7272727272727273, 0.8181818181818182]","[0.7272727272727273, 0.6923076923076923]","[0.7272727222727273, 0.7499999950347224]","[0.7389312977099237, 0.7454289732770746]","[1.1200407237786664e-231, 1.2395288183339461e-231]","[0.705716462778907, 0.7566379392228522]",0.6237893204839546,0.943632734282882,0.9593863785941089,0.34961430303132895,0.7508778053027733
272,6.0,6.0,4.0,-2.7277979850769043,-3.698888063430786,"[0.9555999636650085, 0.8743550777435303]","[0.9771104454994202, 0.8594222664833069]","[0.9662355184555054, 0.8668243885040283]","[0.9166666666666666, 0.8333333333333334]","[1.0, 0.8333333333333334]","[0.9565217341398866, 0.8333333283333335]","[0.8461538461538461, 0.6153846153846154]","[0.9166666666666666, 0.6153846153846154]","[0.879999995008, 0.6153846103846154]","[0.9166666666666666, 0.75]","[1.0, 0.75]","[0.9565217341398866, 0.749999995]","[0.9914604139528151, 0.8957572705526878]","[1.2183324802375697e-231, 1.2183324802375697e-231]","[0.963666242956695, 0.8194168269251669]",0.7472894785846633,0.8998857918895277,0.9376131360225677,0.07669514715834645,0.6380646916901472
273,6.0,5.0,4.0,-2.7066900730133057,-3.662322521209717,"[0.9887397885322571, 0.9610334038734436]","[0.966352641582489, 0.9769822955131531]","[0.9774180054664612, 0.9689422249794006]","[1.0, 1.0]","[0.9166666666666666, 1.0]","[0.9565217341398866, 0.999999995]","[0.9166666666666666, 1.0]","[0.8461538461538461, 1.0]","[0.879999995008, 0.999999995]","[1.0, 1.0]","[0.9166666666666666, 1.0]","[0.9565217341398866, 0.999999995]","[0.9382276400493084, 0.9921405664212475]","[1.1200407237786664e-231, 9.418382295637229e-232]","[0.9771156562573441, 0.9775354908588709]",0.6513748334702311,0.9199168708989719,0.9435225563820423,0.34814123613206405,0.7371935544710261
274,5.0,5.0,5.5,-3.8379974365234375,-3.2557802200317383,[0.9229695796966553],[0.8329007625579834],[0.8756251335144043],[1.0],[0.7142857142857143],[0.8333333284722222],[0.8],[0.5714285714285714],[0.6666666618055556],[1.0],[0.7142857142857143],[0.8333333284722222],[0.7641465677179964],[1.4740564900137075e-231],[0.7117860078920282],0.9167580877664911,0.9656913643244903,0.9717358134950586,0.8252648183017623,0.920897332040437
275,2.0,3.0,2.0,-3.2328269481658936,-3.543723821640014,"[0.9324551820755005, 0.8237074017524719]","[0.9179427623748779, 0.8055547475814819]","[0.9251420497894287, 0.8145299553871155]","[0.9, 0.6]","[0.8181818181818182, 0.46153846153846156]","[0.8571428521541952, 0.5217391255198489]","[0.7272727272727273, 0.2727272727272727]","[0.6666666666666666, 0.21428571428571427]","[0.6956521689224953, 0.23999999507200007]","[0.9, 0.5]","[0.8181818181818182, 0.38461538461538464]","[0.8571428521541952, 0.4347826037807184]","[0.9335490187731471, 0.4883227176220807]","[1.1409851298103347e-231, 1.1409851298103347e-231]","[0.8347836550761865, 0.5871840088676172]",0.787820588640592,0.9620914211458683,0.9659592820483779,0.050955300260188525,0.6596686678181449
276,5.5,4.0,4.5,-3.656162977218628,-3.753620862960816,"[0.9108372330665588, 0.7931020259857178]","[0.831221342086792, 0.80129474401474]","[0.8692100644111633, 0.7971773147583008]","[1.0, 0.8333333333333334]","[0.75, 0.8333333333333334]","[0.8571428522448981, 0.8333333283333335]","[0.8571428571428571, 0.7142857142857143]","[0.6666666666666666, 0.7142857142857143]","[0.7499999950781251, 0.7142857092857143]","[1.0, 0.8333333333333334]","[0.75, 0.8333333333333334]","[0.8571428522448981, 0.8333333283333335]","[0.8179012345679013, 0.854119425547997]","[1.2387197655613557e-231, 1.1193096620723278e-231]","[0.7544554579296227, 0.8463182023664543]",0.7182864452414602,0.8532360876377727,0.8953408692268177,0.07722385508808739,0.6086002706508926
277,4.0,5.0,5.0,-3.384550094604492,-3.6823651790618896,"[0.9379301071166992, 0.8421734571456909]","[0.8750064373016357, 0.8538066744804382]","[0.9053762555122375, 0.8479502201080322]","[1.0, 0.8571428571428571]","[0.7777777777777778, 0.8571428571428571]","[0.8749999950781251, 0.8571428521428571]","[0.875, 0.75]","[0.7, 0.75]","[0.7777777728395062, 0.749999995]","[1.0, 0.8571428571428571]","[0.7777777777777778, 0.8571428571428571]","[0.8749999950781251, 0.8571428521428571]","[0.8360169491525423, 0.8722527472527472]","[1.2183324802375697e-231, 1.0244914152188952e-231]","[0.7309935102603061, 0.8374689803124762]",0.6253168931766141,0.7751649860966697,0.8470742850496056,0.020099981793694516,0.5474464176466566
278,1.0,5.0,5.0,-3.3731226921081543,-3.1394271850585938,"[0.8423112630844116, 0.7825778126716614]","[0.7430520057678223, 0.6468529105186462]","[0.7895743250846863, 0.7082717418670654]","[0.8333333333333334, 0.8333333333333334]","[0.5555555555555556, 0.38461538461538464]","[0.6666666618666668, 0.5263157851523547]","[0.6666666666666666, 0.3333333333333333]","[0.4444444444444444, 0.14285714285714285]","[0.5333333285333334, 0.19999999580000008]","[0.8333333333333334, 0.8333333333333334]","[0.5555555555555556, 0.38461538461538464]","[0.6666666618666668, 0.5263157851523547]","[0.600907029478458, 0.417561761546724]","[1.2882297539194154e-231, 1.4256605770826504e-231]","[0.5376829042869719, 0.39054277893793665]",0.8548383174109422,0.9617489061725639,0.96820941559056,0.3200491316340715,0.7500024844657318
279,6.0,6.0,6.0,-4.141661643981934,-3.513568639755249,"[0.7755990028381348, 0.9004976749420166]","[0.6693050861358643, 0.8079624176025391]","[0.7185422778129578, 0.8517240285873413]","[0.875, 1.0]","[0.5384615384615384, 0.6666666666666666]","[0.6666666619501135, 0.7999999952000001]","[0.125, 0.25]","[0.07692307692307693, 0.16666666666666666]","[0.0952380905215422, 0.1999999952000001]","[0.5, 0.75]","[0.3076923076923077, 0.5]","[0.3809523762358277, 0.5999999952]","[0.4027245636441039, 0.5470588235294118]","[1.3483065280626046e-231, 1.3483065280626046e-231]","[0.4247886749436266, 0.6215008050046177]",0.8295573515536555,0.944733860166495,0.9562896171613829,0.10881351811366159,0.6699456651471799
280,6.0,6.0,6.0,-4.506573677062988,-3.6507680416107178,"[0.8779960870742798, 0.9134410619735718]","[0.7328671216964722, 0.7481781840324402]","[0.7988940477371216, 0.8225911855697632]","[0.8571428571428571, 1.0]","[0.46153846153846156, 0.6363636363636364]","[0.59999999545, 0.7777777730246914]","[0.42857142857142855, 0.5714285714285714]","[0.23076923076923078, 0.3333333333333333]","[0.29999999545000006, 0.4210526269252078]","[0.5714285714285714, 0.7142857142857143]","[0.3076923076923077, 0.45454545454545453]","[0.3999999954500001, 0.5555555508024692]","[0.4877387152777778, 0.6095107453132146]","[1.2387197655613557e-231, 1.2387197655613557e-231]","[0.46833390485707516, 0.4686206450431334]",0.8094886244095957,0.9354183926308014,0.9481300419713268,0.023268639568510264,0.6356056913902128
281,2.0,5.0,2.0,-3.871826171875,-3.808950424194336,"[0.8531738519668579, 0.8887522220611572]","[0.7836644649505615, 0.907253623008728]","[0.8169432878494263, 0.8979076147079468]","[0.75, 0.875]","[0.5454545454545454, 0.875]","[0.6315789424930748, 0.874999995]","[0.25, 0.75]","[0.18181818181818182, 0.75]","[0.21052631091412755, 0.749999995]","[0.625, 0.875]","[0.45454545454545453, 0.875]","[0.5263157845983379, 0.874999995]","[0.4970472440944882, 0.8722527472527472]","[1.3483065280626046e-231, 1.2183324802375697e-231]","[0.5225118587762059, 0.8821194867156474]",0.5936257812146765,0.9130434448950537,0.9404040407013121,0.07379212786594466,0.6424132044874368
282,6.0,6.0,6.0,-2.9590134620666504,-2.9411516189575195,"[0.8199390172958374, 0.7605230212211609]","[0.7987917065620422, 0.69620680809021]","[0.8092272281646729, 0.7269450426101685]","[0.625, 0.625]","[0.5555555555555556, 0.4166666666666667]","[0.5882352891349482, 0.4999999952000001]","[0.25, 0.25]","[0.2222222222222222, 0.16666666666666666]","[0.23529411266435996, 0.1999999952000001]","[0.5, 0.625]","[0.4444444444444444, 0.4166666666666667]","[0.4705882303114187, 0.4999999952000001]","[0.5251825500842539, 0.45074722802506817]","[1.2183324802375697e-231, 1.0244914152188952e-231]","[0.5859518690089822, 0.4067590164603816]",0.9133789379883798,0.975041451989188,0.9779505699715737,0.5564535854348507,0.8364818691318708
283,6.0,6.0,5.0,-3.3588812351226807,-3.13198184967041,"[0.8830732703208923, 0.7978805303573608]","[0.8154318928718567, 0.7482122182846069]","[0.847905695438385, 0.7722485661506653]","[0.8181818181818182, 0.5454545454545454]","[0.6428571428571429, 0.5]","[0.7199999950720002, 0.5217391254442345]","[0.6363636363636364, 0.09090909090909091]","[0.4666666666666667, 0.07142857142857142]","[0.5384615335798818, 0.0799999950720003]","[0.7272727272727273, 0.36363636363636365]","[0.5714285714285714, 0.3333333333333333]","[0.639999995072, 0.3478260819659736]","[0.6088818082246342, 0.3388734076433121]","[1.1409851298103347e-231, 1.1409851298103347e-231]","[0.6001129434680623, 0.4814693045446369]",0.9457350918925918,0.9762517534718015,0.9803251224046037,0.5020516402989362,0.8195428387251139
284,6.0,6.0,5.0,-4.001562118530273,-3.4566843509674072,"[0.9151604175567627, 0.948336124420166]","[0.7851665616035461, 0.972412645816803]","[0.8451943397521973, 0.9602234959602356]","[0.8333333333333334, 1.0]","[0.45454545454545453, 1.0]","[0.5882352895501731, 0.999999995]","[0.16666666666666666, 1.0]","[0.09090909090909091, 1.0]","[0.11764705425605555, 0.999999995]","[0.6666666666666666, 1.0]","[0.36363636363636365, 1.0]","[0.4705882307266437, 0.999999995]","[0.3836734693877551, 0.9844782983615982]","[1.2882297539194154e-231, 1.0832677820940877e-231]","[0.5480701058950492, 0.9640311349380706]",0.8601361357450102,0.9590077131643988,0.966517999003498,0.25588578779459786,0.727137166654165
285,5.5,5.0,5.0,-3.142868995666504,-3.423994779586792,"[0.7964934706687927, 0.8386795520782471]","[0.7835683822631836, 0.834416389465332]","[0.7899780869483948, 0.8365424871444702]","[0.75, 0.75]","[0.75, 0.75]","[0.749999995, 0.749999995]","[0.3333333333333333, 0.4444444444444444]","[0.3333333333333333, 0.4444444444444444]","[0.3333333283333334, 0.44444443944444445]","[0.625, 0.75]","[0.625, 0.75]","[0.624999995, 0.749999995]","[0.696969696969697, 0.782267115600449]","[1.3165594234639305e-231, 1.3165594234639305e-231]","[0.7475407053426817, 0.7782232316155719]",0.9210701992066712,0.9793382653617824,0.9818010403350073,0.9135489471901359,0.9582294176289752
286,5.5,6.0,5.5,-2.7454254627227783,-3.1069157123565674,"[0.9056369662284851, 0.8899983167648315]","[0.8769318461418152, 0.8794559240341187]","[0.8910532593727112, 0.8846957087516785]","[0.875, 0.875]","[0.7777777777777778, 0.7777777777777778]","[0.823529406782007, 0.823529406782007]","[0.5555555555555556, 0.6666666666666666]","[0.5, 0.6]","[0.5263157844875347, 0.6315789423822715]","[0.75, 0.875]","[0.6666666666666666, 0.7777777777777778]","[0.7058823479584776, 0.823529406782007]","[0.7878151260504203, 0.8289915966386556]","[1.3165594234639305e-231, 1.3165594234639305e-231]","[0.7002908936983552, 0.7904132757495171]",0.8855513528542552,0.9719629709693858,0.9770438570004856,0.8507839972071376,0.9332636083923364
287,5.0,3.0,4.0,-3.3621745109558105,-4.062675476074219,"[0.9108568429946899, 0.854181170463562]","[0.8797429800033569, 0.7409902215003967]","[0.8950295448303223, 0.7935696840286255]","[1.0, 0.5454545454545454]","[0.8461538461538461, 0.46153846153846156]","[0.9166666617013889, 0.4999999950347222]","[0.6666666666666666, 0.25]","[0.5714285714285714, 0.17647058823529413]","[0.6153846104142012, 0.20689654687277062]","[0.9090909090909091, 0.5454545454545454]","[0.7692307692307693, 0.46153846153846156]","[0.8333333283680556, 0.4999999950347222]","[0.8658938258847843, 0.3910634118967453]","[1.1200407237786664e-231, 9.418382295637229e-232]","[0.7914126212027914, 0.5600702927149587]",0.7927474116409403,0.8716136085829923,0.897543850990734,0.16629679226362493,0.6451514172791171
288,4.0,2.0,2.0,-3.241575241088867,-3.218092441558838,"[0.8555517196655273, 0.8223491311073303]","[0.8194998502731323, 0.8205447793006897]","[0.8371378183364868, 0.8214459419250488]","[0.8, 0.7]","[0.6666666666666666, 0.7777777777777778]","[0.7272727223140496, 0.7368421002770082]","[0.6, 0.3]","[0.42857142857142855, 0.2727272727272727]","[0.499999995138889, 0.2857142807256236]","[0.8, 0.6]","[0.6666666666666666, 0.6666666666666666]","[0.7272727223140496, 0.6315789423822715]","[0.5310897435897436, 0.5260416666666666]","[1.2882297539194154e-231, 1.1640469867513693e-231]","[0.6573889887845645, 0.6188492713324716]",0.7379540636812271,0.9500454317552317,0.9580382072147117,0.3611222872764454,0.756401975415463
289,5.0,4.5,4.0,-3.0417888164520264,-4.008743762969971,"[0.8899107575416565, 0.6651227474212646]","[0.8550487756729126, 0.6780813336372375]","[0.8721315264701843, 0.6715395450592041]","[0.8888888888888888, 0.5555555555555556]","[0.8, 0.625]","[0.8421052581717452, 0.5882352891349482]","[0.6363636363636364, 0.2727272727272727]","[0.5833333333333334, 0.3]","[0.6086956471833649, 0.2857142807256236]","[0.8888888888888888, 0.4444444444444444]","[0.8, 0.5]","[0.8421052581717452, 0.4705882303114187]","[0.847322142286171, 0.35714285714285715]","[1.3568676344828118e-231, 1.1409851298103347e-231]","[0.8082799506441789, 0.48505127965058126]",0.8172485944752412,0.9385239396567839,0.9578780792358802,0.7662261160764544,0.8875427116563728
